Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
50762774,2021 Jun 03 03:48:00 PM,2021 Jun 03 04:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10009,EAST   11 STREET,EAST   11 STREET,AVENUE A,AVENUE B,,,BLOCKFACE,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021 Jun 03 04:30:00 PM,03 MANHATTAN,MANHATTAN,"989,618","204,491",Unspecified,MANHATTAN,,,,,,,,40.72795562,-73.98063244,POINT (-73.980632444078 40.727955618974)
50735062,2021 Jun 01 11:50:00 AM,2021 Jun 01 12:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10065,33 EAST   65 STREET,EAST   65 STREET,MADISON AVE,PARK AVE,,,ADDRESS,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Jun 01 12:30:00 PM,08 MANHATTAN,MANHATTAN,"993,022","218,793",Unspecified,MANHATTAN,,,,,,,,40.76720829,-73.96833228,POINT (-73.968332277623 40.767208289828)
50729150,2021 May 31 10:11:00 PM,2021 Jun 01 12:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10039,168 BRADHURST AVENUE,BRADHURST AVENUE,W 150 ST,W 151 ST,,,ADDRESS,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Jun 01 12:45:00 AM,10 MANHATTAN,MANHATTAN,"1,000,726","240,425",Unspecified,MANHATTAN,,,,,,,,40.82657123,-73.94046707,POINT (-73.940467065504 40.826571234778)
50672478,2021 May 25 08:33:00 AM,2021 May 25 09:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10011,361 WEST   20 STREET,WEST   20 STREET,8 AVE,9 AVE,,,ADDRESS,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 May 25 09:00:00 AM,04 MANHATTAN,MANHATTAN,"983,838","210,381",Unspecified,MANHATTAN,,,,,,,,40.74412383,-74.00148684,POINT (-74.001486842294 40.744123833871)
50672479,2021 May 25 06:52:00 AM,2021 May 25 09:40:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10010,223 EAST   23 STREET,EAST   23 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 May 25 09:40:00 AM,06 MANHATTAN,MANHATTAN,"989,112","208,350",Unspecified,MANHATTAN,,,,,,,,40.73854792,-73.98245529,POINT (-73.982455285654 40.738547917643)
50620516,2021 May 20 08:13:00 PM,2021 May 21 11:05:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10011,112A GREENWICH AVENUE,GREENWICH AVENUE,JANE ST,HORATIO ST,,,ADDRESS,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 May 21 11:05:00 AM,02 MANHATTAN,MANHATTAN,"983,633","208,325",Unspecified,MANHATTAN,,,,,,,,40.73848061,-74.00222647,POINT (-74.002226466011 40.738480613741)
50623274,2021 May 20 07:24:00 PM,2021 May 21 10:10:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10128,506 EAST   87 STREET,EAST   87 STREET,YORK AVE,EAST END AVE,,,ADDRESS,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 May 21 10:10:00 AM,08 MANHATTAN,MANHATTAN,"999,156","222,146",Unspecified,MANHATTAN,,,,,,,,40.77640318,-73.94618054,POINT (-73.946180543922 40.77640318297)
50623351,2021 May 20 01:35:00 PM,2021 May 20 02:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10021,,,,,2 AVENUE,EAST 73 STREET,INTERSECTION,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 May 20 02:30:00 PM,08 MANHATTAN,MANHATTAN,"995,921","219,623",Unspecified,MANHATTAN,,,,,,,,40.76948307,-73.95786518,POINT (-73.957865182589 40.769483072119)
50522181,2021 May 10 12:46:00 AM,2021 May 10 02:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10035,,,,,EAST 122 STREET,LEXINGTON AVENUE,INTERSECTION,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 May 10 02:00:00 AM,11 MANHATTAN,MANHATTAN,"1,001,185","231,635",Unspecified,MANHATTAN,,,,,,,,40.80244428,-73.93883073,POINT (-73.938830734418 40.802444279169)
50493957,2021 May 07 04:19:00 PM,2021 May 07 04:45:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10011,542 WEST   22 STREET,WEST   22 STREET,HIGH LINE,11 AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 May 07 04:45:00 PM,04 MANHATTAN,MANHATTAN,"982,550","211,660",Unspecified,MANHATTAN,,,,,,,,40.74763421,-74.00613535,POINT (-74.006135352159 40.747634214409)
50493093,2021 May 06 02:47:00 PM,2021 May 06 03:10:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10001,300 8 AVENUE,8 AVENUE,W 25 ST,W 26 ST,,,ADDRESS,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 May 06 03:10:00 PM,04 MANHATTAN,MANHATTAN,"984,957","211,323",Unspecified,MANHATTAN,,,,,,,,40.74670937,-73.99744845,POINT (-73.997448450731 40.746709369212)
50493477,2021 May 06 09:35:00 AM,2021 May 06 03:16:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10021,,,,,2 AVENUE,EAST 73 STREET,INTERSECTION,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 May 06 03:16:00 PM,08 MANHATTAN,MANHATTAN,"995,921","219,623",Unspecified,MANHATTAN,,,,,,,,40.76948307,-73.95786518,POINT (-73.957865182589 40.769483072119)
50479687,2021 May 05 04:39:00 PM,2021 May 05 09:25:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10035,5 EAST  129 STREET,EAST  129 STREET,5 AVE,MADISON AVE,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and referred it to the Department of Transportation for further action.,2021 May 05 09:25:00 PM,11 MANHATTAN,MANHATTAN,"1,000,853","233,953",Unspecified,MANHATTAN,,,,,,,,40.80880718,-73.94002419,POINT (-73.940024186392 40.808807179113)
50477432,2021 May 05 04:07:00 PM,2021 May 06 08:11:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10002,,,,,CLINTON STREET,GRAND STREET,INTERSECTION,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 May 06 08:11:00 AM,03 MANHATTAN,MANHATTAN,"987,931","200,118",Unspecified,MANHATTAN,,,,,,,,40.71595365,-73.98672147,POINT (-73.986721472526 40.715953653568)
50465781,2021 May 04 02:10:00 PM,2021 May 05 08:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10035,,,,,LEXINGTON AVENUE,EAST 118 STREET,INTERSECTION,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 May 05 08:45:00 AM,11 MANHATTAN,MANHATTAN,"1,000,678","230,719",Unspecified,MANHATTAN,,,,,,,,40.79993107,-73.94066426,POINT (-73.940664260356 40.799931067531)
50467115,2021 May 04 02:09:00 PM,2021 May 05 09:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10075,,,,,EAST 77 STREET,LEXINGTON AVENUE,INTERSECTION,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 May 05 09:45:00 AM,08 MANHATTAN,MANHATTAN,"995,369","221,138",Unspecified,MANHATTAN,,,,,,,,40.77364206,-73.95985551,POINT (-73.959855514318 40.773642062794)
50440204,2021 May 01 10:54:00 PM,2021 May 02 12:35:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10012,135 WEST    3 STREET,WEST    3 STREET,MAC DOUGAL ST,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 May 02 12:35:00 AM,02 MANHATTAN,MANHATTAN,"983,997","205,537",Unspecified,MANHATTAN,,,,,,,,40.73082826,-74.00091285,POINT (-74.000912854479 40.730828258544)
50441154,2021 May 01 07:52:00 PM,2021 May 01 11:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10011,178 7 AVENUE,7 AVENUE,W 20 ST,W 21 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 May 01 11:00:00 PM,04 MANHATTAN,MANHATTAN,"985,142","209,808",Unspecified,MANHATTAN,,,,,,,,40.74255106,-73.99678099,POINT (-73.996780990248 40.742551056569)
50426909,2021 Apr 30 09:12:00 AM,2021 Apr 30 09:30:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10019,721 9 AVENUE,9 AVENUE,W 49 ST,W 50 ST,,,ADDRESS,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Apr 30 09:30:00 AM,04 MANHATTAN,MANHATTAN,"987,200","217,242",Unspecified,MANHATTAN,,,,,,,,40.76295506,-73.98935091,POINT (-73.989350910446 40.762955055444)
50419420,2021 Apr 29 07:03:00 PM,2021 Apr 29 08:40:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10011,178 7 AVENUE,7 AVENUE,W 20 ST,W 21 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Apr 29 08:40:00 PM,04 MANHATTAN,MANHATTAN,"985,142","209,808",Unspecified,MANHATTAN,,,,,,,,40.74255106,-73.99678099,POINT (-73.996780990248 40.742551056569)
50404944,2021 Apr 28 03:19:00 PM,2021 Apr 28 06:35:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10012,222 THOMPSON STREET,THOMPSON STREET,BLEECKER ST,W 3 ST,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and referred it to another agency or utility for further action.,2021 Apr 28 06:35:00 PM,02 MANHATTAN,MANHATTAN,"984,518","204,932",Unspecified,MANHATTAN,,,,,,,,40.72916768,-73.99903305,POINT (-73.99903304781 40.729167681091)
50392947,2021 Apr 26 06:36:00 PM,2021 Apr 26 07:35:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10026,,,,,7 AVENUE,WEST  114 STREET,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Apr 26 07:35:00 PM,10 MANHATTAN,MANHATTAN,"997,130","231,440",Unspecified,MANHATTAN,,,,,,,,40.8019159,-73.95347778,POINT (-73.953477776215 40.801915899191)
50355346,2021 Apr 23 01:55:00 PM,2021 Apr 23 02:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10035,403 EAST  118 STREET,EAST  118 STREET,1 AVE,PLEASANT AVE,,,ADDRESS,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Apr 23 02:15:00 PM,11 MANHATTAN,MANHATTAN,"1,002,502","229,711",Unspecified,MANHATTAN,,,,,,,,40.7971608,-73.93407896,POINT (-73.934078958425 40.797160803481)
50277283,2021 Apr 14 05:40:00 PM,2021 Apr 15 11:20:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10038,162 SOUTH STREET,SOUTH STREET,DOVER ST,BROOKLYN BRIDGE EN RAMP FDR DRV,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021 Apr 15 11:20:00 AM,01 MANHATTAN,MANHATTAN,"984,221","197,190",Unspecified,MANHATTAN,,,,,,,,40.70791776,-74.0001046,POINT (-74.000104599531 40.70791775597)
50259613,2021 Apr 12 11:20:00 AM,2021 Apr 12 12:45:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10014,103 GREENWICH AVENUE,GREENWICH AVENUE,W 12 ST,JANE ST,,,ADDRESS,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Apr 12 12:45:00 PM,02 MANHATTAN,MANHATTAN,"983,746","208,055",Unspecified,MANHATTAN,,,,,,,,40.73773954,-74.00181868,POINT (-74.001818681343 40.73773953778)
50199933,2021 Apr 05 01:19:00 PM,2021 Apr 05 01:45:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10019,,,,,WEST 49 STREET,9 AVENUE,INTERSECTION,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Apr 05 01:45:00 PM,04 MANHATTAN,MANHATTAN,"987,183","217,206",Unspecified,MANHATTAN,,,,,,,,40.76285625,-73.98941229,POINT (-73.989412293787 40.762856250369)
50163644,2021 Mar 31 09:29:00 AM,2021 Apr 01 09:10:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10013,,,,,MULBERRY STREET,BROOME STREET,INTERSECTION,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the issue.,2021 Apr 01 09:10:00 AM,02 MANHATTAN,MANHATTAN,"985,127","201,776",Unspecified,MANHATTAN,,,,,,,,40.72050519,-73.99683617,POINT (-73.996836168475 40.720505187568)
50162476,2021 Mar 31 09:05:00 AM,2021 Mar 31 03:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10012,304 MULBERRY STREET,MULBERRY STREET,E HOUSTON ST,BLEECKER ST,,,ADDRESS,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Mar 31 03:15:00 PM,02 MANHATTAN,MANHATTAN,"985,730","203,571",Unspecified,MANHATTAN,,,,,,,,40.72543195,-73.99466041,POINT (-73.994660414107 40.725431947876)
50137603,2021 Mar 28 07:34:00 PM,2021 Mar 29 09:30:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10029,221 EAST  116 STREET,EAST  116 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Mar 29 09:30:00 AM,11 MANHATTAN,MANHATTAN,"1,001,040","229,898",Unspecified,MANHATTAN,,,,,,,,40.79767697,-73.93935882,POINT (-73.939358817993 40.797676966377)
50100362,2021 Mar 24 08:31:00 PM,2021 Mar 25 09:30:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10001,305 WEST   28 STREET,WEST   28 STREET,8 AVE,BEND,,,ADDRESS,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Mar 25 09:30:00 AM,04 MANHATTAN,MANHATTAN,"985,242","211,992",Unspecified,MANHATTAN,,,,,,,,40.74854558,-73.99641979,POINT (-73.996419792588 40.748545578653)
50104620,2021 Mar 24 08:06:00 PM,2021 Mar 25 01:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10013,109 LAFAYETTE STREET,LAFAYETTE STREET,WALKER ST,CANAL ST,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2021 Mar 25 01:30:00 PM,01 MANHATTAN,MANHATTAN,"984,020","200,895",Unspecified,MANHATTAN,,,,,,,,40.7180871,-74.00082971,POINT (-74.000829709065 40.718087095037)
50103034,2021 Mar 24 07:38:00 PM,2021 Mar 25 11:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10001,1250 BROADWAY,BROADWAY,5 AVE,BROADWAY,,,ADDRESS,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Mar 25 11:45:00 AM,05 MANHATTAN,MANHATTAN,"987,570","211,637",Unspecified,MANHATTAN,,,,,,,,40.74757063,-73.98801803,POINT (-73.988018029545 40.747570625368)
50047277,2021 Mar 18 05:48:00 PM,2021 Mar 20 10:35:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10016,,,,,3 AVENUE,EAST 33 STREET,INTERSECTION,MANHATTAN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Mar 20 10:35:00 AM,06 MANHATTAN,MANHATTAN,"990,178","210,722",Unspecified,MANHATTAN,,,,,,,,40.74505782,-73.97860649,POINT (-73.978606493278 40.745057816265)
50006900,2021 Mar 13 09:04:00 AM,2021 Mar 13 11:15:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10075,1125 LEXINGTON AVENUE,LEXINGTON AVENUE,E 78 ST,E 79 ST,,,ADDRESS,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Mar 13 11:15:00 AM,08 MANHATTAN,MANHATTAN,"995,520","221,406",Unspecified,MANHATTAN,,,,,,,,40.77437746,-73.95930989,POINT (-73.959309888448 40.774377461266)
49933407,2021 Mar 04 12:58:00 PM,2021 Mar 04 01:45:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10021,184 EAST   75 STREET,EAST   75 STREET,LEXINGTON AVE,3 AVE,,,ADDRESS,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Mar 04 01:45:00 PM,08 MANHATTAN,MANHATTAN,"995,397","220,514",Unspecified,MANHATTAN,,,,,,,,40.77192931,-73.95975546,POINT (-73.959755457054 40.771929310892)
49852639,2021 Feb 23 03:36:00 PM,2021 Feb 25 11:30:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10001,,,,,6 AVENUE,WEST 31 STREET,INTERSECTION,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2021 Feb 25 11:30:00 AM,05 MANHATTAN,MANHATTAN,"987,252","211,755",Unspecified,MANHATTAN,,,,,,,,40.74789462,-73.98916565,POINT (-73.989165647524 40.747894619369)
49842343,2021 Feb 22 03:15:00 PM,2021 Feb 22 03:25:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10018,,,,,12 AVENUE,WEST 40 STREET,INTERSECTION,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Feb 22 03:25:00 PM,04 MANHATTAN,MANHATTAN,"983,645","216,448",Unspecified,MANHATTAN,,,,,,,,40.7607762,-74.00218389,POINT (-74.002183894376 40.760776201014)
49845760,2021 Feb 22 02:07:00 PM,2021 Feb 22 02:20:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10011,442 WEST   23 STREET,WEST   23 STREET,9 AVE,10 AVE,,,ADDRESS,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Feb 22 02:20:00 PM,04 MANHATTAN,MANHATTAN,"983,527","211,437",Unspecified,MANHATTAN,,,,,,,,40.74702227,-74.00260931,POINT (-74.002609305213 40.747022269294)
49840667,2021 Feb 22 12:29:00 PM,2021 Feb 22 01:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10033,,,,,WEST 179 STREET,BROADWAY,INTERSECTION,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Feb 22 01:15:00 PM,12 MANHATTAN,MANHATTAN,"1,001,660","248,575",Unspecified,MANHATTAN,,,,,,,,40.84893882,-73.93707108,POINT (-73.937071077402 40.848938822976)
49825063,2021 Feb 19 10:08:00 AM,2021 Feb 19 01:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10021,169 EAST   69 STREET,EAST   69 STREET,LEXINGTON AVE,3 AVE,,,ADDRESS,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Feb 19 01:15:00 PM,08 MANHATTAN,MANHATTAN,"994,570","219,129",Unspecified,MANHATTAN,,,,,,,,40.76812885,-73.96274334,POINT (-73.962743340744 40.768128851025)
49811781,2021 Feb 17 10:30:00 PM,2021 Feb 18 09:15:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10029,267 EAST  116 STREET,EAST  116 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Feb 18 09:15:00 AM,11 MANHATTAN,MANHATTAN,"1,001,244","229,786",Unspecified,MANHATTAN,,,,,,,,40.79736917,-73.93862231,POINT (-73.93862230589 40.797369166939)
49801405,2021 Feb 16 01:30:00 PM,2021 Feb 16 03:25:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10003,33 3 AVENUE,3 AVENUE,E 9 ST,E 10 ST,,,ADDRESS,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Feb 16 03:25:00 PM,03 MANHATTAN,MANHATTAN,"987,189","205,312",Unspecified,MANHATTAN,,,,,,,,40.7302102,-73.98939583,POINT (-73.989395832268 40.730210203974)
49770897,2021 Feb 12 11:48:00 AM,2021 Feb 12 01:45:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10021,,,,,3 AVENUE,EAST 69 STREET,INTERSECTION,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Feb 12 01:45:00 PM,08 MANHATTAN,MANHATTAN,"994,772","219,014",Unspecified,MANHATTAN,,,,,,,,40.76781297,-73.96201427,POINT (-73.962014272305 40.767812967781)
49703958,2021 Feb 03 10:59:00 AM,2021 Feb 03 12:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10039,,,,,7 AVENUE,WEST 148 STREET,INTERSECTION,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Feb 03 12:30:00 PM,10 MANHATTAN,MANHATTAN,"1,001,500","239,331",Unspecified,MANHATTAN,,,,,,,,40.82356704,-73.93767318,POINT (-73.937673175254 40.823567038785)
49695119,2021 Feb 02 02:30:00 PM,2021 Feb 02 03:10:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10016,200 EAST   33 STREET,EAST   33 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Feb 02 03:10:00 PM,06 MANHATTAN,MANHATTAN,"990,270","210,667",Unspecified,MANHATTAN,,,,,,,,40.74490679,-73.97827452,POINT (-73.978274524534 40.744906792889)
49640066,2021 Jan 27 02:02:00 PM,2021 Jan 27 02:40:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10016,,,,,EAST 37 STREET,MADISON AVENUE,INTERSECTION,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Jan 27 02:40:00 PM,05 MANHATTAN,MANHATTAN,"989,356","212,401",Unspecified,MANHATTAN,,,,,,,,40.74966676,-73.98157173,POINT (-73.981571726975 40.74966676207)
49596869,2021 Jan 22 07:24:00 PM,2021 Jan 23 08:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10016,201 EAST   33 STREET,EAST   33 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Jan 23 08:45:00 AM,06 MANHATTAN,MANHATTAN,"990,273","210,672",Unspecified,MANHATTAN,,,,,,,,40.74492051,-73.97826369,POINT (-73.978263693408 40.744920514594)
48594437,2021 Jan 07 03:36:00 PM,2021 Jan 08 04:30:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10035,,,,,3 AVENUE,EAST  122 STREET,INTERSECTION,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Jan 08 04:30:00 AM,11 MANHATTAN,MANHATTAN,"1,001,629","231,389",Unspecified,MANHATTAN,,,,,,,,40.80176821,-73.93722764,POINT (-73.937227642504 40.801768214593)
48543132,2020 Dec 31 01:48:00 PM,2020 Dec 31 02:50:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10032,,,,,RIVERSIDE DRIVE,WEST  165 STREET,INTERSECTION,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2020 Dec 31 02:50:00 PM,12 MANHATTAN,MANHATTAN,"999,557","245,700",Unspecified,MANHATTAN,,,,,,,,40.84105169,-73.94467899,POINT (-73.944678989231 40.841051689546)
48536426,2020 Dec 31 11:25:00 AM,2020 Dec 31 01:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10037,,,,,EAST  138 STREET,MADISON AVENUE,INTERSECTION,NEW YORK,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2020 Dec 31 01:15:00 PM,11 MANHATTAN,MANHATTAN,"1,002,289","235,866",Unspecified,MANHATTAN,,,,,,,,40.81405502,-73.93483172,POINT (-73.934831715489 40.814055015376)
